index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,Publisher ,units sold
161,30-06-1905,Firefly Lane,Kristin Hannah,en-US,Intermediate,4.04,121966,genre fiction,3218.55,0,4.99,171,"Amazon Digital Services,  Inc.",645
162,09-06-1905,Sphere,Michael Crichton,eng,Intermediate,3.77,128244,genre fiction,4473.6,2684.16,6.99,172,Random House LLC,640
163,30-06-1905,Love the One You're With,Emily Giffin,en-US,Intermediate,3.7,124812,genre fiction,5663.7,3398.22,8.99,174,Simon and Schuster Digital Sales Inc,630
164,06-07-1905,The Silkworm,"Robert Galbraith, J.K. Rowling",eng,Intermediate,4.03,120008,genre fiction,608.85,0,0.99,177,"Amazon Digital Services,  Inc.",615
165,07-06-1905,The Vampire Lestat,Anne Rice,eng,Intermediate,4.05,141299,genre fiction,603.9,362.34,0.99,178,"Amazon Digital Services,  Inc.",610
166,03-07-1905,State of Wonder,Ann Patchett,eng,Intermediate,3.85,124837,genre fiction,1210,0,2,179,"Amazon Digital Services,  Inc.",605
167,30-06-1905,The Silver Linings Playbook,Matthew Quick,en-US,Intermediate,4,110939,genre fiction,594,0,0.99,180,"Amazon Digital Services,  Inc.",600
168,11-02-1905,Vingt Mille Lieues Sous les Mers,"Jules Verne, Anthony Bonner",eng,Intermediate,3.86,121112,genre fiction,3540.25,0,5.95,181,"Amazon Digital Services,  Inc.",595
169,27-06-1905,The Constant Princess,Philippa Gregory,en-US,Intermediate,3.88,124786,genre fiction,3564.05,2138.43,5.99,181,Penguin Group (USA) LLC,595
170,08-04-1905,Mrs Dalloway,"Virginia Woolf, Maureen Howard",en-US,Intermediate,3.78,136327,genre fiction,1174.1,704.46,1.99,182,"Amazon Digital Services,  Inc.",590
171,01-07-1905,HundraÃ¥ringen som klev ut genom fÃ¶nstret och fÃ¶rsvann,"Jonas Jonasson, Rod Bradbury",en-GB,Intermediate,3.81,92275,genre fiction,5200.65,3120.39,8.89,183,Macmillan,585
172,20-06-1905,Bag of Bones,Stephen King,en-US,Intermediate,3.87,131004,genre fiction,569.25,0,0.99,185,"Amazon Digital Services,  Inc.",575
173,07-06-1905,The Cider House Rules,John Irving,eng,Intermediate,4.1,124876,genre fiction,1134.3,0,1.99,186,"Amazon Digital Services,  Inc.",570
174,06-06-1905,Thinner,"Richard Bachman, Stephen King",en-GB,Intermediate,3.66,130219,genre fiction,1659.45,0,2.99,189,"Amazon Digital Services,  Inc.",555
175,14-02-1905,Le tour du monde en quatre-vingts jours,"Jules Verne, Michael Glencross, Brian W. Aldiss",eng,Intermediate,3.9,117108,genre fiction,4434.45,2660.67,7.99,189,Penguin Group (USA) LLC,555
176,16-06-1905,Walk Two Moons,Sharon Creech,eng,Intermediate,3.95,129350,nonfiction,544.5,326.7,0.99,190,"Amazon Digital Services,  Inc.",550
177,25-06-1905,Onze minutos,"Paulo Coelho, Margaret Jull Costa",eng,Intermediate,3.69,102206,genre fiction,534.6,0,0.99,192,"Amazon Digital Services,  Inc.",540
178,06-05-1905,Nine Stories,J.D. Salinger,eng,Intermediate,4.19,105138,genre fiction,2154.6,0,3.99,192,"Amazon Digital Services,  Inc.",540
179,27-06-1905,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,eng,Intermediate,3.67,121373,nonfiction,1599.65,959.79,2.99,193,Random House LLC,535
180,29-06-1905,Unwind,Neal Shusterman,eng,Intermediate,4.18,143892,genre fiction,524.7,314.82,0.99,194,Macmillan,530
181,18-06-1905,"Drums of Autumn (Outlander, #4)",Diana Gabaldon,eng,Intermediate,4.34,123736,nonfiction,1024.85,614.91,1.99,197,"Amazon Digital Services,  Inc.",515
182,05-07-1905,Prodigy,Marie Lu,eng,Intermediate,4.29,149702,genre fiction,1524.9,0,2.99,198,"Amazon Digital Services,  Inc.",510
183,21-05-1904,The Tragedie of King Lear,William Shakespeare,eng,Intermediate,3.89,135448,genre fiction,2014.95,1208.97,3.99,199,"Amazon Digital Services,  Inc.",505
184,02-05-1905,Death of a Salesman,Arthur Miller,eng,Novice,3.49,132061,genre fiction,5433.18,3259.908,10.91,201,Penguin Group (USA) LLC,498
185,29-06-1905,The Choice,Nicholas Sparks,en-US,Intermediate,3.99,93479,genre fiction,1483.04,0,2.99,202,"Amazon Digital Services,  Inc.",496
186,04-07-1905,,Kate Egan,en-US,Famous,4.51,119915,genre fiction,2950.91,1770.546,6.01,205,HarperCollins Publishers,491
187,12-04-1905,The Sound and the Fury,William Faulkner,eng,Intermediate,3.86,124665,genre fiction,2445.1,1467.06,4.99,206,Hachette Book Group,490
188,27-06-1905,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,eng,Intermediate,4.02,106211,genre fiction,483.12,289.872,0.99,207,"Amazon Digital Services,  Inc.",488
189,24-06-1905,BLEACHâ€•ãƒ–ãƒªãƒ¼ãƒâ€•ã€€1,Tite Kubo,eng,Intermediate,4.21,120004,fiction,2605.92,1563.552,5.34,207,Penguin Group (USA) LLC,488
190,05-07-1905,,Allie Brosh,eng,Intermediate,4.17,118910,genre fiction,5269.53,3161.718,10.91,210,Penguin Group (USA) LLC,483
191,14-06-1905,The Shadow Rising ,Robert Jordan,en-US,Intermediate,4.21,122524,nonfiction,2057.58,1234.548,4.26,210,HarperCollins Publishing,483
192,25-06-1905,Shantaram,Gregory David Roberts,eng,Intermediate,4.26,95213,genre fiction,476.19,0,0.99,211,"Amazon Digital Services,  Inc.",481
193,30-06-1905,From Dead to Worse,Charlaine Harris,eng,Intermediate,4.01,151095,genre fiction,475.2,285.12,0.99,212,"Amazon Digital Services,  Inc.",480
194,13-06-1905,The Waste Lands,"Stephen King, Ned Dameron",eng,Intermediate,4.24,117483,genre fiction,1429.22,0,2.99,213,"Amazon Digital Services,  Inc.",478
195,19-06-1905,The Bone Collector,Jeffery Deaver,en-US,Intermediate,4.18,120541,genre fiction,5253.22,3151.932,10.99,213,Random House LLC,478
196,17-06-1905,Der Vorleser,"Bernhard Schlink, Carol Brown Janeway",eng,Intermediate,3.73,119911,genre fiction,1423.24,0,2.99,214,"Amazon Digital Services,  Inc.",476
197,20-05-1905,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr., Eric Carle",eng,Intermediate,4.19,125668,genre fiction,2375.24,1425.144,4.99,214,Hachette Book Group,476
198,11-06-1905,Hyperion,Dan Simmons,eng,Intermediate,4.21,122225,genre fiction,470.25,0,0.99,215,"Amazon Digital Services,  Inc.",475
199,30-04-1905,The Pearl of the World,John Steinbeck,eng,Novice,3.41,133264,genre fiction,470.25,282.15,0.99,215,"Amazon Digital Services,  Inc.",475
200,24-05-1905,The Exorcist,William Peter Blatty,en-US,Intermediate,4.14,124467,genre fiction,1399.32,0,2.99,219,"Amazon Digital Services,  Inc.",468
201,01-07-1905,The Short Second Life of Bree Tanner,Stephenie Meyer,eng,Intermediate,3.51,145874,genre fiction,461.34,0,0.99,220,"Amazon Digital Services,  Inc.",466
202,16-06-1905,Snow Falling on Cedars,David Guterson,eng,Intermediate,3.8,131945,genre fiction,1393.34,0,2.99,220,"Amazon Digital Services,  Inc.",466
203,29-05-1905,Roots,Alex Haley,en-US,Famous,4.42,118951,genre fiction,460.35,276.21,0.99,221,Macmillan,465
204,10-06-1905,Batman: The Killing Joke ,"Alan Moore, Brian Bolland, Tim Sale",eng,Intermediate,4.36,113855,genre fiction,455.4,273.24,0.99,224,Random House LLC,460
205,05-05-1905,Invisible Man,Ralph Ellison,eng,Intermediate,3.84,123073,genre fiction,455.4,0,0.99,224,"Amazon Digital Services,  Inc.",460
206,29-06-1905,A Long Way Gone. Memoirs of a Boy Soldier,Ishmael Beah,en-US,Intermediate,4.14,116260,genre fiction,3643.44,0,7.99,226,"Amazon Digital Services,  Inc.",456
207,24-05-1905,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,,Intermediate,4.13,135978,genre fiction,1815.45,1089.27,3.99,227,"Amazon Digital Services,  Inc.",455
208,04-06-1905,Different Seasons,Stephen King,eng,Intermediate,4.34,105961,genre fiction,5000.45,3000.27,10.99,227,Simon and Schuster Digital Sales Inc,455
209,06-05-1905,The Little House Collection,"Laura Ingalls Wilder, Garth Williams",,Intermediate,4.33,124320,genre fiction,5195.91,3117.546,11.47,228,Random House LLC,453
210,20-06-1905,The Girls' Guide to Hunting and Fishing,Melissa Bank,,Novice,3.29,113977,nonfiction,448.47,0,0.99,228,"Amazon Digital Services,  Inc.",453
211,04-07-1905,Wool Omnibus,Hugh Howey,eng,Intermediate,4.24,81982,genre fiction,2250.49,1350.294,4.99,229,Penguin Group (USA) LLC,451
212,24-06-1905,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,en-US,Intermediate,4.26,118576,genre fiction,4792.5,2875.5,10.65,230,Random House LLC,450
213,19-06-1905,The Power of Now,Eckhart Tolle,eng,Intermediate,4.1,104549,genre fiction,4771.2,2862.72,10.65,231,Penguin Group (USA) LLC,448
214,04-07-1905,Let's Pretend This Never Happened (A Mostly True Memoir),Jenny  Lawson,eng,Intermediate,3.9,118475,genre fiction,443.52,266.112,0.99,231,"Amazon Digital Services,  Inc.",448
215,28-06-1905,The Lies of Locke Lamora,Scott Lynch,eng,Intermediate,4.3,118751,genre fiction,1324.57,794.742,2.99,234,Simon and Schuster Digital Sales Inc,443
216,17-06-1905,Sabriel,Garth Nix,en-US,Intermediate,4.17,137047,genre fiction,8811.18,5286.708,19.98,235,Random House LLC,441
217,01-07-1905,Dead and Gone,Charlaine Harris,eng,Intermediate,4.01,145157,genre fiction,2175.64,1305.384,4.99,238,Random House LLC,436
218,05-07-1905,The Storyteller,Jodi Picoult,eng,Intermediate,4.26,109313,genre fiction,430.65,0,0.99,239,"Amazon Digital Services,  Inc.",435
219,03-07-1905,Obsidian,Jennifer L. Armentrout,eng,Intermediate,4.23,164832,genre fiction,5191.67,3115.002,11.99,240,Penguin Group (USA) LLC,433
220,04-06-1905,"Life, the Universe and Everything",Douglas Adams,eng,Intermediate,4.19,131562,genre fiction,2593.67,1556.202,5.99,240,Hachette Book Group,433
221,05-07-1905,Crown of Midnight,Sarah J. Maas,en-CA,Famous,4.49,160485,genre fiction,426.69,256.014,0.99,241,"Amazon Digital Services,  Inc.",431
222,26-06-1905,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley,eng,Intermediate,4.18,126864,genre fiction,425.7,255.42,0.99,242,Random House LLC,430
223,30-06-1905,Half Broke Horses: A True Life Novel,Jeannette Walls,eng,Intermediate,4.05,110597,genre fiction,5107.74,3064.644,11.99,244,Penguin Group (USA) LLC,426
224,09-06-1905,Mort,Terry Pratchett,eng,Intermediate,4.22,128450,genre fiction,3821.22,2292.732,8.97,244,"Amazon Digital Services,  Inc.",426
225,02-07-1905,"The Iron King (The Iron Fey, #1) ",Julie Kagawa,eng,Intermediate,3.92,158063,genre fiction,420.75,252.45,0.99,245,Macmillan,425
226,07-06-1905,Lonesome Dove,Larry McMurtry,en-US,Famous,4.47,111498,genre fiction,1687.77,0,3.99,246,"Amazon Digital Services,  Inc.",423
227,25-06-1905,Stiff: The Curious Lives of Human Cadavers,Mary Roach,eng,Intermediate,4.05,122502,nonfiction,4473,2683.8,10.65,248,Random House LLC,420
228,03-07-1905,Bloodlines,Richelle Mead,en-US,Intermediate,4.22,140599,genre fiction,413.82,248.292,0.99,249,Macmillan,418
229,20-06-1905,Ender's Shadow,Orson Scott Card,eng,Intermediate,4.3,115521,nonfiction,411.84,0,0.99,250,"Amazon Digital Services,  Inc.",416
230,01-07-1905,Twenties Girl,Sophie Kinsella,eng,Intermediate,3.82,119105,genre fiction,2070.85,1242.51,4.99,251,Random House LLC,415
231,04-06-1905,Schindler's Ark,Thomas Keneally,eng,Intermediate,4.34,108338,genre fiction,2537.9,1522.74,6.19,254,"Amazon Digital Services,  Inc.",410
232,23-05-1905,The Bluest Eye,Toni Morrison,eng,Intermediate,3.99,109944,genre fiction,1219.92,0,2.99,255,"Amazon Digital Services,  Inc.",408
233,01-07-1905,The White Queen,Philippa Gregory,eng,Intermediate,3.9,119739,genre fiction,1685.04,1011.024,4.13,255,"Amazon Digital Services,  Inc.",408
234,18-05-1905,The Autobiography of Malcolm X,"Malcolm X, Alex Haley",eng,Intermediate,4.29,124805,nonfiction,2025.94,1215.564,4.99,256,Random House LLC,406
235,11-06-1905,Preludes & Nocturnes,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",eng,Intermediate,4.3,122540,nonfiction,2251.8,1351.08,5.56,257,"Amazon Digital Services,  Inc.",405
236,21-06-1905,Seabiscuit,Laura Hillenbrand,en-US,Intermediate,4.2,111497,genre fiction,1007.5,604.5,2.5,258,HarperCollins Publishers,403
237,25-06-1905,Shutter Island,Dennis Lehane,eng,Intermediate,4.07,113718,genre fiction,4270.65,2562.39,10.65,259,Penguin Group (USA) LLC,401
238,08-03-1905,The Complete Sherlock Holmes,Arthur Conan Doyle,eng,Famous,4.5,109754,genre fiction,3180.02,1908.012,7.99,261,Penguin Group (USA) LLC,398
239,17-05-1904,The Tragedy of Julius Caesar,"William Shakespeare, Roma Gill",eng,Intermediate,3.65,119933,genre fiction,392.04,235.224,0.99,262,"Amazon Digital Services,  Inc.",396
240,03-07-1905,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,eng,Intermediate,3.81,110481,genre fiction,392.04,235.224,0.99,262,"Amazon Digital Services,  Inc.",396
241,###############################################################################################################################################################################################################################################################,Î Î¿Î»Î¹Ï„ÎµÎ¯Î±,"Plato, Desmond Lee",eng,Intermediate,3.9,110274,genre fiction,387.09,232.254,0.99,265,"Amazon Digital Services,  Inc.",391
242,11-05-1904,The Taming of the Shrew,William Shakespeare,en-US,Intermediate,3.81,126318,nonfiction,2726.1,1635.66,6.99,266,Hachette Book Group,390
243,06-07-1905,Cress,Marissa Meyer,eng,Famous,4.46,162069,nonfiction,1154.14,692.484,2.99,268,Macmillan,386
244,02-07-1905,Just Kids,Patti Smith,en-US,Intermediate,4.14,106542,genre fiction,766.15,459.69,1.99,269,Random House LLC,385
245,19-06-1905,,Phaidon Press,eng,Intermediate,3.79,102746,genre fiction,3060.17,1836.102,7.99,270,Penguin Group (USA) LLC,383
246,23-06-1905,Jemima J,Jane Green,en-US,Intermediate,3.62,101436,genre fiction,758.19,0,1.99,271,"Amazon Digital Services,  Inc.",381
247,04-01-1905,Notre-Dame de Paris,"Victor Hugo, Walter J. Cobb",eng,Intermediate,3.97,119851,nonfiction,3013.71,1808.226,7.91,271,"Amazon Digital Services,  Inc.",381
248,18-06-1905,A Fine Balance,Rohinton Mistry,eng,Intermediate,4.34,99252,genre fiction,1136.2,681.72,2.99,272,Simon and Schuster Digital Sales Inc,380
249,09-06-1905,Calvin and Hobbes,"Bill Watterson, G.B. Trudeau",en-US,Famous,4.61,117788,nonfiction,1886.22,1131.732,4.99,273,Penguin Group (USA) LLC,378
250,28-06-1905,Specials,Scott Westerfeld,eng,Intermediate,3.77,139168,genre fiction,1124.24,674.544,2.99,274,"Amazon Digital Services,  Inc.",376
251,13-03-1905,The Awakening,Kate Chopin,eng,Intermediate,3.63,125474,genre fiction,371.25,0,0.99,275,"Amazon Digital Services,  Inc.",375
252,01-07-1905,Hunted,"P.C. Cast, Kristin Cast",eng,Intermediate,3.93,138103,genre fiction,1871.25,1122.75,4.99,275,Random House LLC,375
253,28-06-1905,For One More Day,Mitch Albom,en-US,Intermediate,4.09,102193,genre fiction,1488.27,0,3.99,276,"Amazon Digital Services,  Inc.",373
254,11-06-1905,Clear and Present Danger,Tom Clancy,eng,Intermediate,4.08,105317,genre fiction,1115.27,669.162,2.99,276,Hachette Book Group,373
255,18-06-1905,Falling Up,Shel Silverstein,en-US,Intermediate,4.33,111779,genre fiction,366.3,0,0.99,278,"Amazon Digital Services,  Inc.",370
256,02-07-1905,Sh*t My Dad Says,Justin Halpern,,Intermediate,3.98,102560,nonfiction,2775,1665,7.5,278,Hachette Book Group,370
257,15-06-1905,Trainspotting,"Irvine Welsh, Eric Lindor Fall",fre,Intermediate,4.07,59453,genre fiction,1100.32,660.192,2.99,279,Random House LLC,368
258,05-05-1905,Foundation and Empire,Isaac Asimov,eng,Intermediate,4.2,105595,genre fiction,1094.34,0,2.99,280,"Amazon Digital Services,  Inc.",366
259,19-06-1905,"The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book",Miguel Ruiz,,Intermediate,4.12,97016,genre fiction,4388.34,2633.004,11.99,280,Penguin Group (USA) LLC,366
260,02-07-1905,House Rules,Jodi Picoult,en-US,Intermediate,4.01,111239,nonfiction,4084.35,2450.61,11.19,281,HarperCollins Publishers,365
261,16-12-1904,BrÃ¼der Grimm: Kinder- und HausmÃ¤rchen,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",eng,Intermediate,4.31,116324,genre fiction,1811.37,0,4.99,282,"Amazon Digital Services,  Inc.",363
262,20-05-1905,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,eng,Intermediate,4.15,134537,genre fiction,1085.37,651.222,2.99,282,"Amazon Digital Services,  Inc.",363
263,05-07-1905,Doctor Sleep,Stephen King,eng,Intermediate,4.1,95276,genre fiction,357.39,214.434,0.99,283,"Amazon Digital Services,  Inc.",361
264,20-06-1905,About a Boy,Nick Hornby,en-US,Intermediate,3.79,101999,genre fiction,1079.39,647.634,2.99,283,Penguin Group (USA) LLC,361
265,04-07-1905,On Dublin Street,Samantha Young,eng,Intermediate,4.24,136761,nonfiction,3905.78,2343.468,10.91,285,Random House LLC,358
266,30-06-1905,Crazy Love: Overwhelmed by a Relentless God,"Francis Chan, Danae Yankoski, Chris Tomlin",eng,Intermediate,4.15,106351,genre fiction,1064.44,638.664,2.99,286,Macmillan,356
267,13-05-1905,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,,Intermediate,4.12,117582,nonfiction,706.45,423.87,1.99,287,Simon and Schuster Digital Sales Inc,355
268,09-06-1905,Watchers,Dean Koontz,,Intermediate,4.16,109595,genre fiction,1049.49,0,2.99,289,"Amazon Digital Services,  Inc.",351
269,16-03-1905,The Story of My Life,Helen Keller,eng,Intermediate,4.07,107313,nonfiction,347.49,208.494,0.99,289,"Amazon Digital Services,  Inc.",351
270,01-07-1905,This Is Where I Leave You,Jonathan Tropper,eng,Intermediate,3.88,98645,genre fiction,346.5,0,0.99,290,"Amazon Digital Services,  Inc.",350
271,02-07-1905,Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith,en-US,Intermediate,3.7,106336,genre fiction,344.52,0,0.99,291,"Amazon Digital Services,  Inc.",348
272,21-06-1905,ãƒ•ãƒ«ãƒ¼ãƒ„ãƒã‚¹ã‚±ãƒƒãƒˆ 1,"Natsuki Takaya, Alethea Nibley, Athena Nibley",eng,Intermediate,4.23,118467,nonfiction,1031.55,618.93,2.99,293,Simon and Schuster Digital Sales Inc,345
273,10-06-1904,The Tempest,William Shakespeare,en-US,Intermediate,3.8,125178,genre fiction,1025.57,0,2.99,294,"Amazon Digital Services,  Inc.",343
274,02-07-1905,Burned: A House of Night Novel,"P.C. Cast, Kristin Cast",eng,Intermediate,3.98,120763,genre fiction,1019.59,0,2.99,295,"Amazon Digital Services,  Inc.",341
275,19-06-1905,Wizard and Glass,"Stephen King, Dave McKean",eng,Intermediate,4.24,105026,fiction,1019.59,611.754,2.99,295,Simon and Schuster Digital Sales Inc,341
276,05-07-1905,The Circle,Dave Eggers,eng,Novice,3.46,109412,genre fiction,3872.6,2323.56,11.39,296,Penguin Group (USA) LLC,340
277,29-06-1905,The Invention of Hugo Cabret,Brian Selznick,eng,Intermediate,4.23,132159,genre fiction,1686.62,0,4.99,297,"Amazon Digital Services,  Inc.",338
278,15-04-1905,Brave New World/Brave New World Revisited,"Aldous Huxley, Christopher Hitchens",eng,Intermediate,4.16,108124,genre fiction,1676.64,0,4.99,298,"Amazon Digital Services,  Inc.",336
279,25-06-1905,æ¡œè˜­é«˜æ ¡ãƒ›ã‚¹ãƒˆéƒ¨ 1,Bisco Hatori,eng,Excellent,4.36,113881,genre fiction,666.65,399.99,1.99,299,HarperCollins Publishers,335
280,06-07-1905,The Good Girl,Mary Kubica,eng,Intermediate,3.81,100936,genre fiction,2620.72,1572.432,7.99,303,Random House LLC,328
281,04-07-1905,"Fallen Too Far (Too Far, #1)",Abbi Glines,eng,Excellent,4.21,138871,genre fiction,2875.32,1725.192,8.82,304,Penguin Group (USA) LLC,326
282,06-07-1905,Landline,Rainbow Rowell,eng,Intermediate,3.55,113805,genre fiction,1300.74,0,3.99,304,"Amazon Digital Services,  Inc.",326
283,30-06-1905,Tempted,"P.C. Cast, Kristin Cast",eng,Intermediate,3.96,127387,fiction,2759.25,1655.55,8.49,305,HarperCollins Publishers,325
284,27-06-1905,No Country for Old Men,Cormac McCarthy,eng,Excellent,4.12,100513,genre fiction,1611.77,967.062,4.99,306,Simon and Schuster Digital Sales Inc,323
285,01-07-1905,Wolf Hall,Hilary Mantel,eng,Intermediate,3.85,102936,genre fiction,2468.49,1481.094,7.69,307,Penguin Group (USA) LLC,321
286,08-06-1905,Howl's Moving Castle,Diana Wynne Jones,eng,Excellent,4.3,123945,genre fiction,950.82,0,2.99,309,"Amazon Digital Services,  Inc.",318
287,23-06-1905,Dreamcatcher,"Stephen King, William Olivier Desmond",fre,Intermediate,3.59,115855,genre fiction,1576.84,0,4.99,310,"Amazon Digital Services,  Inc.",316
288,27-01-1905,Walden; or Life in the Woods,Henry David Thoreau,eng,Intermediate,3.79,108062,nonfiction,2044.35,1226.61,6.49,311,Random House LLC,315
289,11-06-1905,The Remains of the Day,Kazuo Ishiguro,eng,Excellent,4.1,105892,nonfiction,1874.87,1124.922,5.99,312,Random House LLC,313
290,02-07-1905,The Best of Me,Nicholas Sparks,en-US,Intermediate,3.91,103915,genre fiction,307.89,184.734,0.99,313,"Amazon Digital Services,  Inc.",311
291,03-07-1905,The Sense of an Ending,Julian Barnes,eng,Intermediate,3.7,94968,genre fiction,306.9,0,0.99,314,"Amazon Digital Services,  Inc.",310
292,04-06-1905,A is for Alibi,Sue Grafton,en-US,Intermediate,3.82,116026,genre fiction,616.9,370.14,1.99,314,"Amazon Digital Services,  Inc.",310
293,###############################################################################################################################################################################################################################################################,ÎŸá¼°Î´Î¯Ï€Î¿Ï…Ï‚ Î¤ÏÏÎ±Î½Î½Î¿Ï‚,"Sophocles, J.E. Thomas",eng,Intermediate,3.67,119496,genre fiction,2460.92,1476.552,7.99,315,Hachette Book Group,308
294,01-07-1905,Shanghai Girls,Lisa See,eng,Intermediate,3.87,106729,nonfiction,2152.92,1291.752,6.99,315,Penguin Group (USA) LLC,308
295,22-03-1905,The Wind in the Willows,"Kenneth Grahame, Gillian Avery",eng,Intermediate,3.98,124612,genre fiction,10327.3,6196.38,33.86,317,Penguin Group (USA) LLC,305
296,06-07-1905,To All the Boys I've Loved Before,Jenny Han,eng,Excellent,4.11,136938,nonfiction,598.99,0,1.99,319,"Amazon Digital Services,  Inc.",301
297,22-06-1905,Persepolis,"Marjane Satrapi, Mattias Ripa",eng,Excellent,4.23,117103,genre fiction,1487.02,892.212,4.99,321,Random House LLC,298
298,22-03-1905,A Room with a View,E.M. Forster,eng,Intermediate,3.91,109994,genre fiction,891.02,0,2.99,321,"Amazon Digital Services,  Inc.",298
299,02-07-1905,The DUFF: Designated Ugly Fat Friend,Kody Keplinger,en-US,Intermediate,3.86,136736,genre fiction,1181.04,0,3.99,322,"Amazon Digital Services,  Inc.",296
300,30-06-1905,Lock and Key,Sarah Dessen,eng,Excellent,4.01,120475,nonfiction,885.04,531.024,2.99,322,"Amazon Digital Services,  Inc.",296
301,17-06-1905,Naked in Death,J.D. Robb,en-US,Excellent,4.13,78028,genre fiction,1772.95,1063.77,6.01,323,HarperCollins Publishers,295
302,16-06-1905,The Chamber,John Grisham,eng,Intermediate,3.76,102715,genre fiction,292.05,0,0.99,323,"Amazon Digital Services,  Inc.",295
303,30-06-1905,Midnight Sun (Partial Draft),Stephenie Meyer,eng,Excellent,4.03,138118,genre fiction,290.07,0,0.99,324,"Amazon Digital Services,  Inc.",293
304,21-06-1905,NARUTO -ãƒŠãƒ«ãƒˆ- å·»ãƒŽä¸€ ,"Masashi Kishimoto, Katy Bridges",eng,Excellent,4.35,104633,nonfiction,288.09,172.854,0.99,325,HarperCollins Christian Publishing,291
305,04-07-1905,The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,eng,Intermediate,3.89,94012,genre fiction,3694.6,2216.76,12.74,326,Hachette Book Group,290
306,04-07-1905,Every Day,David Levithan,eng,Intermediate,3.99,121863,genre fiction,1149.12,689.472,3.99,327,"Amazon Digital Services,  Inc.",288
307,13-06-1905,Xenocide,Orson Scott Card,eng,Intermediate,3.77,104467,genre fiction,1707.15,1024.29,5.99,329,Simon and Schuster Digital Sales Inc,285
308,14-05-1904,The Merchant of Venice,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",eng,Intermediate,3.78,115621,genre fiction,427.5,0,1.5,329,"Amazon Digital Services,  Inc.",285
309,28-05-1905,ShÅgun,James Clavell,eng,Excellent,4.37,104339,genre fiction,2071.56,1242.936,7.32,330,Hachette Book Group,283
310,28-06-1905,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,eng,Famous,4.45,134249,genre fiction,1412.17,847.302,4.99,330,Simon and Schuster Digital Sales Inc,283
311,07-07-1905,A Court of Thorns and Roses,Sarah J. Maas,eng,Excellent,4.29,167848,nonfiction,3650.19,2190.114,12.99,331,"Amazon Digital Services,  Inc.",281
312,04-07-1905,,E.L. James,,Excellent,4.13,76876,genre fiction,1387.22,0,4.99,333,"Amazon Digital Services,  Inc.",278
313,11-06-1905,Chicka Chicka Boom Boom,"Bill Martin Jr., John Archambault, Lois Ehlert",eng,Excellent,4.21,105192,fiction,1097.25,658.35,3.99,335,Simon and Schuster Digital Sales Inc,275
314,01-07-1905,Smile,Raina Telgemeier,eng,Excellent,4.19,98628,genre fiction,2618.07,1570.842,9.59,336,HarperCollins Publishers,273
315,03-05-1905, Animal Farm & 1984,"George Orwell, Christopher Hitchens",eng,Excellent,4.26,116197,genre fiction,267.3,0,0.99,338,"Amazon Digital Services,  Inc.",270
316,18-06-1905,The Deep End of the Ocean,Jacquelyn Mitchard,en-US,Intermediate,3.84,102733,genre fiction,267.3,0,0.99,338,"Amazon Digital Services,  Inc.",270
317,23-06-1905,The Bonesetter's Daughter,Amy Tan,en-US,Intermediate,3.98,99926,nonfiction,263.34,0,0.99,340,"Amazon Digital Services,  Inc.",266
318,21-06-1905,"Angus, Thongs and Full-Frontal Snogging",Louise Rennison,eng,Intermediate,3.74,112733,genre fiction,997.5,0,3.75,340,"Amazon Digital Services,  Inc.",266
319,04-07-1905,Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,eng,Intermediate,3.75,110552,genre fiction,1719.85,1031.91,6.49,341,Hachette Book Group,265
320,01-06-1905,Flowers in the Attic,V.C. Andrews,eng,Intermediate,3.79,109063,children,1877.82,1126.692,7.14,342,"Amazon Digital Services,  Inc.",263
321,08-07-1905,When Breath Becomes Air,"Paul Kalanithi, Abraham Verghese",eng,Excellent,4.32,116771,genre fiction,1041.39,0,3.99,343,"Amazon Digital Services,  Inc.",261
322,12-06-1905,Maniac Magee,Jerry Spinelli,eng,Intermediate,3.86,99831,genre fiction,777.4,0,2.99,344,"Amazon Digital Services,  Inc.",260
